0,0
1,0.00980392
2,0.0196078
3,0.0294118
4,0.0392157
5,0.0490196
6,0.0588235
7,0.0686275
8,0.0784314
9,0.0882353
10,0.0980392
11,0.107843
12,0.117647
13,0.127451
14,0.137255
15,0.147059
16,0.156863
17,0.166667
18,0.176471
19,0.186275
20,0.196078
21,0.205882
22,0.215686
23,0.22549
24,0.235294
25,0.245098
26,0.254902
27,0.264706
28,0.27451
29,0.284314
30,0.294118
31,0.303922
32,0.313726
33,0.323529
34,0.333333
35,0.343137
36,0.352941
37,0.362745
38,0.372549
39,0.382353
40,0.392157
41,0.401961
42,0.411765
43,0.421569
44,0.431373
45,0.441176
46,0.45098
47,0.460784
48,0.470588
49,0.480392
50,0.490196
51,0.5
52,0.509804
53,0.519608
54,0.529412
55,0.539216
56,0.54902
57,0.558824
58,0.568627
59,0.578431
60,0.588235
61,0.598039
62,0.607843
63,0.617647
64,0.627451
65,0.637255
66,0.647059
67,0.656863
68,0.666667
69,0.676471
70,0.686275
71,0.696078
72,0.705882
73,0.715686
74,0.72549
75,0.735294
76,0.745098
77,0.754902
78,0.764706
79,0.77451
80,0.784314
81,0.794118
82,0.803922
83,0.813725
84,0.823529
85,0.833333
86,0.843137
87,0.852941
88,0.862745
89,0.872549
90,0.882353
91,0.892157
92,0.901961
93,0.911765
94,0.921569
95,0.931373
96,0.941176
97,0.95098
98,0.960784
99,0.970588
100,0.980392
101,0.990196
102,1
103,0.997525
104,0.995049
105,0.992574
106,0.990099
107,0.987624
108,0.985148
109,0.982673
110,0.980198
111,0.977723
112,0.975248
113,0.972772
114,0.970297
115,0.967822
116,0.965347
117,0.962871
118,0.960396
119,0.957921
120,0.955446
121,0.95297
122,0.950495
123,0.94802
124,0.945545
125,0.943069
126,0.940594
127,0.938119
128,0.935644
129,0.933168
130,0.930693
131,0.928218
132,0.925743
133,0.923267
134,0.920792
135,0.918317
136,0.915842
137,0.913366
138,0.910891
139,0.908416
140,0.905941
141,0.903465
142,0.90099
143,0.898515
144,0.89604
145,0.893564
146,0.891089
147,0.888614
148,0.886139
149,0.883663
150,0.881188
151,0.878713
152,0.876238
153,0.873762
154,0.871287
155,0.868812
156,0.866337
157,0.863861
158,0.861386
159,0.858911
160,0.856436
161,0.85396
162,0.851485
163,0.84901
164,0.846535
165,0.844059
166,0.841584
167,0.839109
168,0.836634
169,0.834158
170,0.831683
171,0.829208
172,0.826733
173,0.824257
174,0.821782
175,0.819307
176,0.816832
177,0.814356
178,0.811881
179,0.809406
180,0.806931
181,0.804455
182,0.80198
183,0.799505
184,0.79703
185,0.794554
186,0.792079
187,0.789604
188,0.787129
189,0.784653
190,0.782178
191,0.779703
192,0.777228
193,0.774752
194,0.772277
195,0.769802
196,0.767327
197,0.764851
198,0.762376
199,0.759901
200,0.757426
201,0.754951
202,0.752475
203,0.75
204,0.75
205,0.75
206,0.75
207,0.75
208,0.75
209,0.75
210,0.75
211,0.75
212,0.75
213,0.75
214,0.75
215,0.75
216,0.75
217,0.75
218,0.75
219,0.75
220,0.75
221,0.75
222,0.75
223,0.75
224,0.75
225,0.75
226,0.75
227,0.75
228,0.75
229,0.75
230,0.75
231,0.75
232,0.75
233,0.75
234,0.75
235,0.75
236,0.75
237,0.75
238,0.75
239,0.75
240,0.75
241,0.75
242,0.75
243,0.75
244,0.75
245,0.75
246,0.75
247,0.75
248,0.75
249,0.75
250,0.75
251,0.75
252,0.75
253,0.75
254,0.75
255,0.75
256,0.75
257,0.75
258,0.75
259,0.75
260,0.75
261,0.75
262,0.75
263,0.75
264,0.75
265,0.75
266,0.75
267,0.75
268,0.75
269,0.75
270,0.75
271,0.75
272,0.75
273,0.75
274,0.75
275,0.75
276,0.75
277,0.75
278,0.75
279,0.75
280,0.75
281,0.75
282,0.75
283,0.75
284,0.75
285,0.75
286,0.75
287,0.75
288,0.75
289,0.75
290,0.75
291,0.75
292,0.75
293,0.75
294,0.75
295,0.75
296,0.75
297,0.75
298,0.75
299,0.75
300,0.75
301,0.75
302,0.75
303,0.75
304,0.75
305,0.75
306,0.75
307,0.75
308,0.75
309,0.75
310,0.75
311,0.75
312,0.75
313,0.75
314,0.75
315,0.75
316,0.75
317,0.75
318,0.75
319,0.75
320,0.75
321,0.75
322,0.75
323,0.75
324,0.75
325,0.75
326,0.75
327,0.75
328,0.75
329,0.75
330,0.75
331,0.75
332,0.75
333,0.75
334,0.75
335,0.75
336,0.75
337,0.75
338,0.75
339,0.75
340,0.75
341,0.75
342,0.75
343,0.75
344,0.75
345,0.75
346,0.75
347,0.75
348,0.75
349,0.75
350,0.75
351,0.75
352,0.75
353,0.75
354,0.75
355,0.75
356,0.75
357,0.75
358,0.75
359,0.75
360,0.75
361,0.75
362,0.75
363,0.75
364,0.75
365,0.75
366,0.75
367,0.75
368,0.75
369,0.75
370,0.75
371,0.75
372,0.75
373,0.75
374,0.75
375,0.75
376,0.75
377,0.75
378,0.75
379,0.75
380,0.75
381,0.75
382,0.75
383,0.75
384,0.75
385,0.75
386,0.75
387,0.75
388,0.75
389,0.75
390,0.75
391,0.75
392,0.75
393,0.75
394,0.75
395,0.75
396,0.75
397,0.75
398,0.75
399,0.75
400,0.75
401,0.75
402,0.75
403,0.75
404,0.75
405,0.75
406,0.75
407,0.75
408,0.75
409,0.75
410,0.75
411,0.75
412,0.75
413,0.75
414,0.75
415,0.75
416,0.75
417,0.75
418,0.75
419,0.75
420,0.75
421,0.75
422,0.75
423,0.75
424,0.75
425,0.75
426,0.75
427,0.75
428,0.75
429,0.75
430,0.75
431,0.75
432,0.75
433,0.75
434,0.75
435,0.75
436,0.75
437,0.75
438,0.75
439,0.75
440,0.75
441,0.75
442,0.75
443,0.75
444,0.75
445,0.75
446,0.75
447,0.75
448,0.75
449,0.75
450,0.75
451,0.75
452,0.75
453,0.75
454,0.75
455,0.75
456,0.75
457,0.75
458,0.75
459,0.75
460,0.75
461,0.75
462,0.75
463,0.75
464,0.75
465,0.75
466,0.75
467,0.75
468,0.75
469,0.75
470,0.75
471,0.75
472,0.75
473,0.75
474,0.75
475,0.75
476,0.75
477,0.75
478,0.75
479,0.75
480,0.75
481,0.75
482,0.75
483,0.75
484,0.75
485,0.75
486,0.75
487,0.75
488,0.75
489,0.75
490,0.75
491,0.75
492,0.75
493,0.75
494,0.75
495,0.75
496,0.75
497,0.75
498,0.75
499,0.75
500,0.75
501,0.75
502,0.75
503,0.75
504,0.75
505,0.75
506,0.75
507,0.75
508,0.75
509,0.75
510,0.75
511,0.75
512,0.75
513,0.75
514,0.75
515,0.75
516,0.75
517,0.75
518,0.75
519,0.75
520,0.75
521,0.75
522,0.75
523,0.75
524,0.75
525,0.75
526,0.75
527,0.75
528,0.75
529,0.75
530,0.75
531,0.75
532,0.75
533,0.75
534,0.75
535,0.75
536,0.75
537,0.75
538,0.75
539,0.75
540,0.75
541,0.75
542,0.75
543,0.75
544,0.75
545,0.75
546,0.75
547,0.75
548,0.75
549,0.75
550,0.75
551,0.75
552,0.75
553,0.75
554,0.75
555,0.75
556,0.75
557,0.75
558,0.75
559,0.75
560,0.75
561,0.75
562,0.75
563,0.75
564,0.75
565,0.75
566,0.75
567,0.75
568,0.75
569,0.75
570,0.75
571,0.75
572,0.75
573,0.75
574,0.75
575,0.75
576,0.75
577,0.75
578,0.75
579,0.75
580,0.75
581,0.75
582,0.75
583,0.75
584,0.75
585,0.75
586,0.75
587,0.75
588,0.75
589,0.75
590,0.75
591,0.75
592,0.75
593,0.75
594,0.75
595,0.75
596,0.75
597,0.75
598,0.75
599,0.75
600,0.75
601,0.75
602,0.75
603,0.75
604,0.75
605,0.75
606,0.75
607,0.75
608,0.75
609,0.75
610,0.75
611,0.75
612,0.75
613,0.75
614,0.75
615,0.75
616,0.75
617,0.75
618,0.75
619,0.75
620,0.75
621,0.75
622,0.75
623,0.75
624,0.75
625,0.75
626,0.75
627,0.75
628,0.75
629,0.75
630,0.75
631,0.75
632,0.75
633,0.75
634,0.75
635,0.75
636,0.75
637,0.75
638,0.75
639,0.75
640,0.75
641,0.75
642,0.75
643,0.75
644,0.75
645,0.75
646,0.75
647,0.75
648,0.75
649,0.75
650,0.75
651,0.75
652,0.75
653,0.75
654,0.75
655,0.75
656,0.75
657,0.75
658,0.75
659,0.75
660,0.75
661,0.75
662,0.75
663,0.75
664,0.75
665,0.75
666,0.75
667,0.75
668,0.75
669,0.75
670,0.75
671,0.75
672,0.75
673,0.75
674,0.75
675,0.75
676,0.75
677,0.75
678,0.75
679,0.75
680,0.75
681,0.75
682,0.75
683,0.75
684,0.75
685,0.75
686,0.75
687,0.75
688,0.75
689,0.75
690,0.75
691,0.75
692,0.75
693,0.75
694,0.75
695,0.75
696,0.75
697,0.75
698,0.75
699,0.75
700,0.75
701,0.75
702,0.75
703,0.75
704,0.75
705,0.75
706,0.75
707,0.75
708,0.75
709,0.75
710,0.75
711,0.75
712,0.75
713,0.75
714,0.75
715,0.75
716,0.75
717,0.75
718,0.75
719,0.75
720,0.75
721,0.75
722,0.75
723,0.75
724,0.75
725,0.75
726,0.75
727,0.75
728,0.75
729,0.75
730,0.75
731,0.75
732,0.75
733,0.75
734,0.75
735,0.75
736,0.75
737,0.75
738,0.75
739,0.75
740,0.75
741,0.75
742,0.75
743,0.75
744,0.75
745,0.75
746,0.75
747,0.75
748,0.75
749,0.75
750,0.75
751,0.75
752,0.75
753,0.75
754,0.75
755,0.75
756,0.75
757,0.75
758,0.75
759,0.75
760,0.75
761,0.75
762,0.75
763,0.75
764,0.75
765,0.75
766,0.75
767,0.75
768,0.75
769,0.75
770,0.75
771,0.75
772,0.75
773,0.75
774,0.75
775,0.75
776,0.75
777,0.75
778,0.75
779,0.75
780,0.75
781,0.75
782,0.75
783,0.75
784,0.75
785,0.75
786,0.75
787,0.75
788,0.75
789,0.75
790,0.75
791,0.75
792,0.75
793,0.75
794,0.75
795,0.75
796,0.75
797,0.75
798,0.75
799,0.75
800,0.75
801,0.75
802,0.75
803,0.75
804,0.75
805,0.75
806,0.75
807,0.75
808,0.75
809,0.75
810,0.75
811,0.75
812,0.75
813,0.75
814,0.75
815,0.75
816,0.75
817,0.75
818,0.75
819,0.75
820,0.75
821,0.746324
822,0.742647
823,0.738971
824,0.735294
825,0.731618
826,0.727941
827,0.724265
828,0.720588
829,0.716912
830,0.713235
831,0.709559
832,0.705882
833,0.702206
834,0.698529
835,0.694853
836,0.691176
837,0.6875
838,0.683824
839,0.680147
840,0.676471
841,0.672794
842,0.669118
843,0.665441
844,0.661765
845,0.658088
846,0.654412
847,0.650735
848,0.647059
849,0.643382
850,0.639706
851,0.636029
852,0.632353
853,0.628676
854,0.625
855,0.621324
856,0.617647
857,0.613971
858,0.610294
859,0.606618
860,0.602941
861,0.599265
862,0.595588
863,0.591912
864,0.588235
865,0.584559
866,0.580882
867,0.577206
868,0.573529
869,0.569853
870,0.566176
871,0.5625
872,0.558824
873,0.555147
874,0.551471
875,0.547794
876,0.544118
877,0.540441
878,0.536765
879,0.533088
880,0.529412
881,0.525735
882,0.522059
883,0.518382
884,0.514706
885,0.511029
886,0.507353
887,0.503676
888,0.5
889,0.496324
890,0.492647
891,0.488971
892,0.485294
893,0.481618
894,0.477941
895,0.474265
896,0.470588
897,0.466912
898,0.463235
899,0.459559
900,0.455882
901,0.452206
902,0.448529
903,0.444853
904,0.441176
905,0.4375
906,0.433824
907,0.430147
908,0.426471
909,0.422794
910,0.419118
911,0.415441
912,0.411765
913,0.408088
914,0.404412
915,0.400735
916,0.397059
917,0.393382
918,0.389706
919,0.386029
920,0.382353
921,0.378676
922,0.375
923,0.371324
924,0.367647
925,0.363971
926,0.360294
927,0.356618
928,0.352941
929,0.349265
930,0.345588
931,0.341912
932,0.338235
933,0.334559
934,0.330882
935,0.327206
936,0.323529
937,0.319853
938,0.316176
939,0.3125
940,0.308824
941,0.305147
942,0.301471
943,0.297794
944,0.294118
945,0.290441
946,0.286765
947,0.283088
948,0.279412
949,0.275735
950,0.272059
951,0.268382
952,0.264706
953,0.261029
954,0.257353
955,0.253676
956,0.25
957,0.246324
958,0.242647
959,0.238971
960,0.235294
961,0.231618
962,0.227941
963,0.224265
964,0.220588
965,0.216912
966,0.213235
967,0.209559
968,0.205882
969,0.202206
970,0.198529
971,0.194853
972,0.191176
973,0.1875
974,0.183824
975,0.180147
976,0.176471
977,0.172794
978,0.169118
979,0.165441
980,0.161765
981,0.158088
982,0.154412
983,0.150735
984,0.147059
985,0.143382
986,0.139706
987,0.136029
988,0.132353
989,0.128676
990,0.125
991,0.121324
992,0.117647
993,0.113971
994,0.110294
995,0.106618
996,0.102941
997,0.0992647
998,0.0955883
999,0.0919117
1000,0.0882353
1001,0.0845588
1002,0.0808824
1003,0.0772059
1004,0.0735294
1005,0.0698529
1006,0.0661765
1007,0.0625
1008,0.0588235
1009,0.0551471
1010,0.0514706
1011,0.0477941
1012,0.0441176
1013,0.0404412
1014,0.0367647
1015,0.0330882
1016,0.0294118
1017,0.0257353
1018,0.0220588
1019,0.0183823
1020,0.0147059
1021,0.0110294
1022,0
1023,0.00367647
