-100.0 1e-10
-98.98989898989899 1.2618568830660183e-10
-97.97979797979798 1.592282793341094e-10
-96.96969696969697 2.0092330025650458e-10
-95.95959595959596 2.5353644939701164e-10
-94.94949494949495 3.1992671377973845e-10
-93.93939393939394 4.03701725859655e-10
-92.92929292929293 5.094138014816385e-10
-91.91919191919192 6.428073117284319e-10
-90.9090909090909 8.111308307896889e-10
-89.8989898989899 1.0235310218990269e-09
-88.88888888888889 1.2915496650148826e-09
-87.87878787878788 1.6297508346206469e-09
-86.86868686868686 2.0565123083486515e-09
-85.85858585858585 2.5950242113997426e-09
-84.84848484848484 3.2745491628777316e-09
-83.83838383838383 4.132012400115335e-09
-82.82828282828282 5.214008287999695e-09
-81.81818181818181 6.579332246575682e-09
-80.8080808080808 8.302175681319769e-09
-79.79797979797979 1.0476157527896662e-08
-78.78787878787878 1.3219411484660314e-08
-77.77777777777777 1.6681005372000625e-08
-76.76767676767676 2.104904144512022e-08
-75.75757575757575 2.6560877829466893e-08
-74.74747474747474 3.351602650938848e-08
-73.73737373737373 4.2292428743895076e-08
-72.72727272727272 5.336699231206324e-08
-71.71717171717171 6.734150657750828e-08
-70.7070707070707 8.497534359086455e-08
-69.69696969696969 1.0722672220103253e-07
-68.68686868686868 1.3530477745798104e-07
-67.67676767676767 1.7073526474706956e-07
-66.66666666666666 2.1544346900318867e-07
-65.65656565656565 2.7185882427329457e-07
-64.64646464646464 3.430469286314926e-07
-63.63636363636363 4.3287612810830616e-07
-62.62626262626262 5.462277217684348e-07
-61.61616161616161 6.892612104349709e-07
-60.6060606060606 8.697490026177835e-07
-59.59595959595959 1.0974987654930568e-06
-58.58585858585858 1.3848863713938746e-06
-57.57575757575757 1.7475284000076865e-06
-56.56565656565656 2.2051307399030503e-06
-55.55555555555555 2.782559402207126e-06
-54.54545454545454 3.5111917342151347e-06
-53.53535353535353 4.430621457583887e-06
-52.52525252525252 5.5908101825122345e-06
-51.515151515151516 7.0548023107186455e-06
-50.505050505050505 8.902150854450392e-06
-49.494949494949495 1.1233240329780266e-05
-48.484848484848484 1.4174741629268048e-05
-47.474747474747474 1.788649529057435e-05
-46.464646464646464 2.2570197196339216e-05
-45.45454545454545 2.8480358684358048e-05
-44.44444444444444 3.5938136638046256e-05
-43.43434343434343 4.534878508128582e-05
-42.42424242424242 5.72236765935022e-05
-41.41414141414141 7.220809018385471e-05
-40.4040404040404 9.111627561154906e-05
-39.39393939393939 0.00011497569953977369
-38.38383838383838 0.000145082877849594
-37.37373737373737 0.00018307382802953696
-36.36363636363636 0.00023101297000831627
-35.35353535353535 0.00029150530628251786
-34.34343434343434 0.0003678379771828638
-33.33333333333333 0.0004641588833612782
-32.32323232323232 0.0005857020818056673
-31.313131313131308 0.000739072203352579
-30.303030303030297 0.0009326033468832209
-29.292929292929287 0.0011768119524350003
-28.282828282828277 0.0014849682622544665
-27.272727272727266 0.0018738174228603867
-26.262626262626256 0.002364489412645412
-25.252525252525245 0.0029836472402833434
-24.242424242424235 0.0037649358067924753
-23.232323232323225 0.004750810162102803
-22.222222222222214 0.005994842503189421
-21.212121212121204 0.007564633275546306
-20.202020202020194 0.009545484566618356
-19.191919191919183 0.01204503540258785
-18.181818181818173 0.01519911082952937
-17.171717171717162 0.019179102616724928
-16.161616161616152 0.02420128264794387
-15.151515151515142 0.030538555088334217
-14.141414141414131 0.038535285937105396
-13.13131313131312 0.048626015800653656
-12.12121212121211 0.06135907273413188
-11.1111111111111 0.07742636826811289
-10.10101010101009 0.09770099572992276
-9.09090909090908 0.12328467394420693
-8.080808080808069 0.15556761439304762
-7.0707070707070585 0.19630406500402764
-6.060606060606048 0.24770763559917178
-5.050505050505038 0.3125715849688246
-4.040404040404027 0.3944206059437667
-3.030303030303031 0.497702356433211
-2.0202020202020208 0.6280291441834251
-1.0101010101010104 0.7924828983539173
0.0 1.0
